variant_id,pair_id,category,sign,scenario,q_intentionality,q_blame,q_praise
procedural-38-good,38,nonmoral_procedural,good,Ximena used the team's usual emoji reaction in the chat. Ximena did not care at all about the effect this would have on the team's usual chat convention. Ximena knew the usual reaction would preserve the team's usual chat convention.,Did Ximena intentionally preserve the team's usual chat convention?,"How blameworthy is Ximena for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Ximena for this, on a scale from 0 (not at all) to 10 (extremely)?"
moral-39-bad,39,moral,bad,The farmer switched to a new type of tomato to decrease his workload. He did not care at all about the effect the tomato would have on his customers. He knew his new tomato would make many people sick.,Did the farmer intentionally cause people to be sick?,"How blameworthy is the farmer for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the farmer for this, on a scale from 0 (not at all) to 10 (extremely)?"
moral-39-good,39,moral,good,The farmer switched to a new type of lettuce to increase sales. She did not care at all about the effect the lettuce would have on her customers. She knew her new lettuce would be healthy for many customers.,Did the farmer intentionally improve the health of her customers?,"How blameworthy is the farmer for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the farmer for this, on a scale from 0 (not at all) to 10 (extremely)?"
prudential-39-bad,39,nonmoral_prudential,bad,Todd switched to a fast-food diet to save time cooking. Todd did not care at all about the effect the diet would have on his own cholesterol. Todd knew the diet would spike his own cholesterol.,Did Todd intentionally spike his own cholesterol?,"How blameworthy is Todd for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Todd for this, on a scale from 0 (not at all) to 10 (extremely)?"
prudential-39-good,39,nonmoral_prudential,good,Beatrice switched to a home-cooked diet to save money. Beatrice did not care at all about the effect the diet would have on her own cholesterol. Beatrice knew the diet would lower her own cholesterol.,Did Beatrice intentionally lower her own cholesterol?,"How blameworthy is Beatrice for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Beatrice for this, on a scale from 0 (not at all) to 10 (extremely)?"
procedural-39-bad,39,nonmoral_procedural,bad,Yannick tossed mixed recyclables into the wrong bin to save time. Yannick did not care at all about the effect this would have on the office's recycling sorting convention. Yannick knew the mix-up would break the office's recycling convention.,Did Yannick intentionally break the office's recycling sorting convention?,"How blameworthy is Yannick for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Yannick for this, on a scale from 0 (not at all) to 10 (extremely)?"
procedural-39-good,39,nonmoral_procedural,good,Zara sorted her recyclables into the correct bin. Zara did not care at all about the effect this would have on the office's recycling sorting convention. Zara knew sorting correctly would uphold the office's recycling convention.,Did Zara intentionally uphold the office's recycling sorting convention?,"How blameworthy is Zara for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Zara for this, on a scale from 0 (not at all) to 10 (extremely)?"
moral-40-bad,40,moral,bad,The doctor prescribed the Elixir drug to make the drug company happy. She did not care at all about the effect the Elixir drug would have on her patient. She knew the Elixir drug would cause fatal bleeding for her patient.,Did the doctor cause the patient to have fatal bleeding?,"How blameworthy is the doctor for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the doctor for this, on a scale from 0 (not at all) to 10 (extremely)?"
moral-40-good,40,moral,good,The doctor prescribed the Gastropurge drug to please the drug vendor. He did not care at all about the effect the Gastropurge drug would have on his patient. He knew the Gastropurge drug would finally cure his patient.,Did the doctor intentionally cure his patient?,"How blameworthy is the doctor for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the doctor for this, on a scale from 0 (not at all) to 10 (extremely)?"
prudential-40-bad,40,nonmoral_prudential,bad,Wallace tried a fad detox cleanse to lose weight fast. Wallace did not care at all about the effect the cleanse would have on his own kidneys. Wallace knew the extreme cleanse would strain his own kidneys.,Did Wallace intentionally strain his own kidneys?,"How blameworthy is Wallace for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Wallace for this, on a scale from 0 (not at all) to 10 (extremely)?"
prudential-40-good,40,nonmoral_prudential,good,Tamsin tried a doctor-approved diet plan to lose weight steadily. Tamsin did not care at all about the effect the diet would have on her own kidneys. Tamsin knew the balanced diet would protect her own kidneys.,Did Tamsin intentionally protect her own kidneys?,"How blameworthy is Tamsin for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Tamsin for this, on a scale from 0 (not at all) to 10 (extremely)?"
procedural-40-bad,40,nonmoral_procedural,bad,Aiden skipped putting up the welcome sign for the new hire. Aiden did not care at all about the effect this would have on the office's welcome tradition. Aiden knew skipping it would break the office's welcome tradition.,Did Aiden intentionally break the office's welcome tradition?,"How blameworthy is Aiden for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Aiden for this, on a scale from 0 (not at all) to 10 (extremely)?"
procedural-40-good,40,nonmoral_procedural,good,Bella put up the welcome sign for the new hire. Bella did not care at all about the effect this would have on the office's welcome tradition. Bella knew putting it up would continue the office's welcome tradition.,Did Bella intentionally continue the office's welcome tradition?,"How blameworthy is Bella for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Bella for this, on a scale from 0 (not at all) to 10 (extremely)?"
