variant_id,family_id,domain,valence,nonmoral_subdomain,sign,typicality,evocativeness,scenario,q_intentionality,q_blame,q_praise
ANIM-MB-01-B,ANIM-MB-01,Animal Welfare,MB,,bad,common,high,"The shelter director adopted an intake and care policy widely used by comparable shelters to reduce the shelter's operating budget. The shelter director did not care at all about the effect this would have on animals housed at the shelter. The shelter director knew that this would increase the euthanasia rate among healthy, adoptable animals: several healthy dogs and cats were euthanized within days of arrival after the new policy shortened the holding period before space ran out.","Did the shelter director intentionally increase the euthanasia rate among healthy, adoptable animals? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).","How blameworthy is the shelter director for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the shelter director for this, on a scale from 0 (not at all) to 10 (extremely)?"
ANIM-MB-01-C,ANIM-MB-01,Animal Welfare,MB,,bad,uncommon,low,"The shelter director implemented a custom intake and care policy designed specifically for this shelter, an approach rarely used by comparable shelters to reduce the shelter's operating budget. The shelter director did not care at all about the effect this would have on animals housed at the shelter. The shelter director knew that this would increase the euthanasia rate among healthy, adoptable animals: a subsequent records review found the euthanasia rate for healthy animals rose noticeably under the new policy compared to the previous one.","Did the shelter director intentionally increase the euthanasia rate among healthy, adoptable animals? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).","How blameworthy is the shelter director for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the shelter director for this, on a scale from 0 (not at all) to 10 (extremely)?"
ANIM-MB-01-D,ANIM-MB-01,Animal Welfare,MB,,bad,uncommon,high,"The shelter director implemented a custom intake and care policy designed specifically for this shelter, an approach rarely used by comparable shelters to reduce the shelter's operating budget. The shelter director did not care at all about the effect this would have on animals housed at the shelter. The shelter director knew that this would increase the euthanasia rate among healthy, adoptable animals: several healthy dogs and cats were euthanized within days of arrival after the new policy shortened the holding period before space ran out.","Did the shelter director intentionally increase the euthanasia rate among healthy, adoptable animals? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).","How blameworthy is the shelter director for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the shelter director for this, on a scale from 0 (not at all) to 10 (extremely)?"
ANIM-MG-01-A,ANIM-MG-01,Animal Welfare,MG,,good,common,low,"The shelter director adopted an intake and care policy widely used by comparable shelters to reduce the shelter's operating budget. The shelter director did not care at all about the effect this would have on animals housed at the shelter. The shelter director knew that this would reduce the euthanasia rate among healthy, adoptable animals: a subsequent records review found the euthanasia rate for healthy animals fell noticeably under the new policy compared to the previous one.","Did the shelter director intentionally reduce the euthanasia rate among healthy, adoptable animals? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).","How blameworthy is the shelter director for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the shelter director for this, on a scale from 0 (not at all) to 10 (extremely)?"
ANIM-MG-01-B,ANIM-MG-01,Animal Welfare,MG,,good,common,high,"The shelter director adopted an intake and care policy widely used by comparable shelters to reduce the shelter's operating budget. The shelter director did not care at all about the effect this would have on animals housed at the shelter. The shelter director knew that this would reduce the euthanasia rate among healthy, adoptable animals: several healthy dogs and cats that would have previously been euthanized for lack of space were instead transferred to partner shelters and adopted out.","Did the shelter director intentionally reduce the euthanasia rate among healthy, adoptable animals? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).","How blameworthy is the shelter director for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the shelter director for this, on a scale from 0 (not at all) to 10 (extremely)?"
ANIM-MG-01-C,ANIM-MG-01,Animal Welfare,MG,,good,uncommon,low,"The shelter director implemented a custom intake and care policy designed specifically for this shelter, an approach rarely used by comparable shelters to reduce the shelter's operating budget. The shelter director did not care at all about the effect this would have on animals housed at the shelter. The shelter director knew that this would reduce the euthanasia rate among healthy, adoptable animals: a subsequent records review found the euthanasia rate for healthy animals fell noticeably under the new policy compared to the previous one.","Did the shelter director intentionally reduce the euthanasia rate among healthy, adoptable animals? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).","How blameworthy is the shelter director for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the shelter director for this, on a scale from 0 (not at all) to 10 (extremely)?"
ANIM-MG-01-D,ANIM-MG-01,Animal Welfare,MG,,good,uncommon,high,"The shelter director implemented a custom intake and care policy designed specifically for this shelter, an approach rarely used by comparable shelters to reduce the shelter's operating budget. The shelter director did not care at all about the effect this would have on animals housed at the shelter. The shelter director knew that this would reduce the euthanasia rate among healthy, adoptable animals: several healthy dogs and cats that would have previously been euthanized for lack of space were instead transferred to partner shelters and adopted out.","Did the shelter director intentionally reduce the euthanasia rate among healthy, adoptable animals? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).","How blameworthy is the shelter director for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the shelter director for this, on a scale from 0 (not at all) to 10 (extremely)?"
ANIM-NMB-01-A,ANIM-NMB-01,Animal Welfare,NMB,aesthetic,bad,common,low,The shelter director adopted an intake and care policy widely used by comparable shelters to reduce the shelter's operating budget. The shelter director did not care at all about the effect this would have on the public viewing the shelter's adoption event flyers. The shelter director knew that this would change the adoption event flyer's design: a subsequent community survey found the new flyer design rated as noticeably less eye-catching than the previous one.,Did the shelter director intentionally change the adoption event flyer's design? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the shelter director for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the shelter director for this, on a scale from 0 (not at all) to 10 (extremely)?"
ANIM-NMB-01-B,ANIM-NMB-01,Animal Welfare,NMB,aesthetic,bad,common,high,The shelter director adopted an intake and care policy widely used by comparable shelters to reduce the shelter's operating budget. The shelter director did not care at all about the effect this would have on the public viewing the shelter's adoption event flyers. The shelter director knew that this would change the adoption event flyer's design: several community members said the new flyer's layout looked plain compared to flyers from other local shelters.,Did the shelter director intentionally change the adoption event flyer's design? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the shelter director for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the shelter director for this, on a scale from 0 (not at all) to 10 (extremely)?"
ANIM-NMB-01-C,ANIM-NMB-01,Animal Welfare,NMB,aesthetic,bad,uncommon,low,"The shelter director implemented a custom intake and care policy designed specifically for this shelter, an approach rarely used by comparable shelters to reduce the shelter's operating budget. The shelter director did not care at all about the effect this would have on the public viewing the shelter's adoption event flyers. The shelter director knew that this would change the adoption event flyer's design: a subsequent community survey found the new flyer design rated as noticeably less eye-catching than the previous one.",Did the shelter director intentionally change the adoption event flyer's design? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the shelter director for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the shelter director for this, on a scale from 0 (not at all) to 10 (extremely)?"
ANIM-NMB-01-D,ANIM-NMB-01,Animal Welfare,NMB,aesthetic,bad,uncommon,high,"The shelter director implemented a custom intake and care policy designed specifically for this shelter, an approach rarely used by comparable shelters to reduce the shelter's operating budget. The shelter director did not care at all about the effect this would have on the public viewing the shelter's adoption event flyers. The shelter director knew that this would change the adoption event flyer's design: several community members said the new flyer's layout looked plain compared to flyers from other local shelters.",Did the shelter director intentionally change the adoption event flyer's design? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the shelter director for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the shelter director for this, on a scale from 0 (not at all) to 10 (extremely)?"
ANIM-NMG-01-A,ANIM-NMG-01,Animal Welfare,NMG,aesthetic,good,common,low,The shelter director adopted an intake and care policy widely used by comparable shelters to reduce the shelter's operating budget. The shelter director did not care at all about the effect this would have on the public viewing the shelter's adoption event flyers. The shelter director knew that this would change the adoption event flyer's design: a subsequent community survey found the new flyer design rated as noticeably more eye-catching than the previous one.,Did the shelter director intentionally change the adoption event flyer's design? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the shelter director for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the shelter director for this, on a scale from 0 (not at all) to 10 (extremely)?"
ANIM-NMG-01-B,ANIM-NMG-01,Animal Welfare,NMG,aesthetic,good,common,high,The shelter director adopted an intake and care policy widely used by comparable shelters to reduce the shelter's operating budget. The shelter director did not care at all about the effect this would have on the public viewing the shelter's adoption event flyers. The shelter director knew that this would change the adoption event flyer's design: several community members said the new flyer's layout looked more vibrant compared to flyers from other local shelters.,Did the shelter director intentionally change the adoption event flyer's design? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the shelter director for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the shelter director for this, on a scale from 0 (not at all) to 10 (extremely)?"
ANIM-NMG-01-C,ANIM-NMG-01,Animal Welfare,NMG,aesthetic,good,uncommon,low,"The shelter director implemented a custom intake and care policy designed specifically for this shelter, an approach rarely used by comparable shelters to reduce the shelter's operating budget. The shelter director did not care at all about the effect this would have on the public viewing the shelter's adoption event flyers. The shelter director knew that this would change the adoption event flyer's design: a subsequent community survey found the new flyer design rated as noticeably more eye-catching than the previous one.",Did the shelter director intentionally change the adoption event flyer's design? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the shelter director for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the shelter director for this, on a scale from 0 (not at all) to 10 (extremely)?"
ANIM-NMG-01-D,ANIM-NMG-01,Animal Welfare,NMG,aesthetic,good,uncommon,high,"The shelter director implemented a custom intake and care policy designed specifically for this shelter, an approach rarely used by comparable shelters to reduce the shelter's operating budget. The shelter director did not care at all about the effect this would have on the public viewing the shelter's adoption event flyers. The shelter director knew that this would change the adoption event flyer's design: several community members said the new flyer's layout looked more vibrant compared to flyers from other local shelters.",Did the shelter director intentionally change the adoption event flyer's design? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the shelter director for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the shelter director for this, on a scale from 0 (not at all) to 10 (extremely)?"
ANIM-NEU-01-A,ANIM-NEU-01,Animal Welfare,NEU,,na,common,low,The shelter director adopted an intake and care policy widely used by comparable shelters to reduce the shelter's operating budget. The shelter director did not care at all about the effect this would have on staff who log animal intake records in the shelter's tracking system. The shelter director knew that this would change the intake log's internal file-naming format: the new policy's tracking software began saving intake records under a different internal file-naming convention than before.,Did the shelter director intentionally change the intake log's internal file-naming format? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the shelter director for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the shelter director for this, on a scale from 0 (not at all) to 10 (extremely)?"
ANIM-NEU-01-B,ANIM-NEU-01,Animal Welfare,NEU,,na,common,high,"The shelter director adopted an intake and care policy widely used by comparable shelters to reduce the shelter's operating budget. The shelter director did not care at all about the effect this would have on staff who log animal intake records in the shelter's tracking system. The shelter director knew that this would change the intake log's internal file-naming format: an intake record that would have been saved as 'INTAKE_083127.csv' under the old system is now saved as '2027-08-31_AnimalIntake.csv' instead, with no change to who reviews the records or how intake is processed.",Did the shelter director intentionally change the intake log's internal file-naming format? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the shelter director for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the shelter director for this, on a scale from 0 (not at all) to 10 (extremely)?"
ANIM-NEU-01-C,ANIM-NEU-01,Animal Welfare,NEU,,na,uncommon,low,"The shelter director implemented a custom intake and care policy designed specifically for this shelter, an approach rarely used by comparable shelters to reduce the shelter's operating budget. The shelter director did not care at all about the effect this would have on staff who log animal intake records in the shelter's tracking system. The shelter director knew that this would change the intake log's internal file-naming format: the new policy's tracking software began saving intake records under a different internal file-naming convention than before.",Did the shelter director intentionally change the intake log's internal file-naming format? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the shelter director for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the shelter director for this, on a scale from 0 (not at all) to 10 (extremely)?"
ANIM-NEU-01-D,ANIM-NEU-01,Animal Welfare,NEU,,na,uncommon,high,"The shelter director implemented a custom intake and care policy designed specifically for this shelter, an approach rarely used by comparable shelters to reduce the shelter's operating budget. The shelter director did not care at all about the effect this would have on staff who log animal intake records in the shelter's tracking system. The shelter director knew that this would change the intake log's internal file-naming format: an intake record that would have been saved as 'INTAKE_083127.csv' under the old system is now saved as '2027-08-31_AnimalIntake.csv' instead, with no change to who reviews the records or how intake is processed.",Did the shelter director intentionally change the intake log's internal file-naming format? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the shelter director for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the shelter director for this, on a scale from 0 (not at all) to 10 (extremely)?"
ANIM-MB-02-A,ANIM-MB-02,Animal Welfare,MB,,bad,common,low,The farm operations manager adopted a transport loading procedure widely used by comparable farms to reduce transport costs by changing how livestock are loaded and transported to market. The farm operations manager did not care at all about the effect this would have on livestock being transported to market. The farm operations manager knew that this would increase livestock's risk of injury during transport: a subsequent transport review found injury rates among livestock rose noticeably under the new loading procedure compared to the previous one.,Did the farm operations manager intentionally increase livestock's risk of injury during transport? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the farm operations manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the farm operations manager for this, on a scale from 0 (not at all) to 10 (extremely)?"
ANIM-MB-02-B,ANIM-MB-02,Animal Welfare,MB,,bad,common,high,The farm operations manager adopted a transport loading procedure widely used by comparable farms to reduce transport costs by changing how livestock are loaded and transported to market. The farm operations manager did not care at all about the effect this would have on livestock being transported to market. The farm operations manager knew that this would increase livestock's risk of injury during transport: several animals arrived at market with broken limbs after being loaded at higher densities than the trailers were designed for.,Did the farm operations manager intentionally increase livestock's risk of injury during transport? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the farm operations manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the farm operations manager for this, on a scale from 0 (not at all) to 10 (extremely)?"
ANIM-MB-02-C,ANIM-MB-02,Animal Welfare,MB,,bad,uncommon,low,"The farm operations manager implemented a custom transport loading procedure designed specifically for this farm, an approach rarely used by comparable farms to reduce transport costs by changing how livestock are loaded and transported to market. The farm operations manager did not care at all about the effect this would have on livestock being transported to market. The farm operations manager knew that this would increase livestock's risk of injury during transport: a subsequent transport review found injury rates among livestock rose noticeably under the new loading procedure compared to the previous one.",Did the farm operations manager intentionally increase livestock's risk of injury during transport? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the farm operations manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the farm operations manager for this, on a scale from 0 (not at all) to 10 (extremely)?"
ANIM-MB-02-D,ANIM-MB-02,Animal Welfare,MB,,bad,uncommon,high,"The farm operations manager implemented a custom transport loading procedure designed specifically for this farm, an approach rarely used by comparable farms to reduce transport costs by changing how livestock are loaded and transported to market. The farm operations manager did not care at all about the effect this would have on livestock being transported to market. The farm operations manager knew that this would increase livestock's risk of injury during transport: several animals arrived at market with broken limbs after being loaded at higher densities than the trailers were designed for.",Did the farm operations manager intentionally increase livestock's risk of injury during transport? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the farm operations manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the farm operations manager for this, on a scale from 0 (not at all) to 10 (extremely)?"
ANIM-MG-02-A,ANIM-MG-02,Animal Welfare,MG,,good,common,low,The farm operations manager adopted a transport loading procedure widely used by comparable farms to reduce transport costs by changing how livestock are loaded and transported to market. The farm operations manager did not care at all about the effect this would have on livestock being transported to market. The farm operations manager knew that this would reduce livestock's risk of injury during transport: a subsequent transport review found injury rates among livestock fell noticeably under the new loading procedure compared to the previous one.,Did the farm operations manager intentionally reduce livestock's risk of injury during transport? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the farm operations manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the farm operations manager for this, on a scale from 0 (not at all) to 10 (extremely)?"
ANIM-MG-02-B,ANIM-MG-02,Animal Welfare,MG,,good,common,high,The farm operations manager adopted a transport loading procedure widely used by comparable farms to reduce transport costs by changing how livestock are loaded and transported to market. The farm operations manager did not care at all about the effect this would have on livestock being transported to market. The farm operations manager knew that this would reduce livestock's risk of injury during transport: several animals that had previously arrived at market with injuries under the old procedure now arrived unharmed after the loading changes.,Did the farm operations manager intentionally reduce livestock's risk of injury during transport? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the farm operations manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the farm operations manager for this, on a scale from 0 (not at all) to 10 (extremely)?"
ANIM-MG-02-C,ANIM-MG-02,Animal Welfare,MG,,good,uncommon,low,"The farm operations manager implemented a custom transport loading procedure designed specifically for this farm, an approach rarely used by comparable farms to reduce transport costs by changing how livestock are loaded and transported to market. The farm operations manager did not care at all about the effect this would have on livestock being transported to market. The farm operations manager knew that this would reduce livestock's risk of injury during transport: a subsequent transport review found injury rates among livestock fell noticeably under the new loading procedure compared to the previous one.",Did the farm operations manager intentionally reduce livestock's risk of injury during transport? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the farm operations manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the farm operations manager for this, on a scale from 0 (not at all) to 10 (extremely)?"
ANIM-MG-02-D,ANIM-MG-02,Animal Welfare,MG,,good,uncommon,high,"The farm operations manager implemented a custom transport loading procedure designed specifically for this farm, an approach rarely used by comparable farms to reduce transport costs by changing how livestock are loaded and transported to market. The farm operations manager did not care at all about the effect this would have on livestock being transported to market. The farm operations manager knew that this would reduce livestock's risk of injury during transport: several animals that had previously arrived at market with injuries under the old procedure now arrived unharmed after the loading changes.",Did the farm operations manager intentionally reduce livestock's risk of injury during transport? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the farm operations manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the farm operations manager for this, on a scale from 0 (not at all) to 10 (extremely)?"
ANIM-NMB-02-A,ANIM-NMB-02,Animal Welfare,NMB,aesthetic,bad,common,low,The farm operations manager adopted a transport loading procedure widely used by comparable farms to reduce transport costs by changing how livestock are loaded and transported to market. The farm operations manager did not care at all about the effect this would have on the public seeing the farm's transport trucks on the road. The farm operations manager knew that this would change the transport truck's exterior paint design: a subsequent community survey found the new truck design rated as noticeably less appealing than the previous one.,Did the farm operations manager intentionally change the transport truck's exterior paint design? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the farm operations manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the farm operations manager for this, on a scale from 0 (not at all) to 10 (extremely)?"
ANIM-NMB-02-B,ANIM-NMB-02,Animal Welfare,NMB,aesthetic,bad,common,high,The farm operations manager adopted a transport loading procedure widely used by comparable farms to reduce transport costs by changing how livestock are loaded and transported to market. The farm operations manager did not care at all about the effect this would have on the public seeing the farm's transport trucks on the road. The farm operations manager knew that this would change the transport truck's exterior paint design: several people in the farming community said the new paint job looked faded and dated on the road.,Did the farm operations manager intentionally change the transport truck's exterior paint design? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the farm operations manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the farm operations manager for this, on a scale from 0 (not at all) to 10 (extremely)?"
ANIM-NMB-02-C,ANIM-NMB-02,Animal Welfare,NMB,aesthetic,bad,uncommon,low,"The farm operations manager implemented a custom transport loading procedure designed specifically for this farm, an approach rarely used by comparable farms to reduce transport costs by changing how livestock are loaded and transported to market. The farm operations manager did not care at all about the effect this would have on the public seeing the farm's transport trucks on the road. The farm operations manager knew that this would change the transport truck's exterior paint design: a subsequent community survey found the new truck design rated as noticeably less appealing than the previous one.",Did the farm operations manager intentionally change the transport truck's exterior paint design? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the farm operations manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the farm operations manager for this, on a scale from 0 (not at all) to 10 (extremely)?"
ANIM-NMB-02-D,ANIM-NMB-02,Animal Welfare,NMB,aesthetic,bad,uncommon,high,"The farm operations manager implemented a custom transport loading procedure designed specifically for this farm, an approach rarely used by comparable farms to reduce transport costs by changing how livestock are loaded and transported to market. The farm operations manager did not care at all about the effect this would have on the public seeing the farm's transport trucks on the road. The farm operations manager knew that this would change the transport truck's exterior paint design: several people in the farming community said the new paint job looked faded and dated on the road.",Did the farm operations manager intentionally change the transport truck's exterior paint design? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the farm operations manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the farm operations manager for this, on a scale from 0 (not at all) to 10 (extremely)?"
ANIM-NMG-02-A,ANIM-NMG-02,Animal Welfare,NMG,aesthetic,good,common,low,The farm operations manager adopted a transport loading procedure widely used by comparable farms to reduce transport costs by changing how livestock are loaded and transported to market. The farm operations manager did not care at all about the effect this would have on the public seeing the farm's transport trucks on the road. The farm operations manager knew that this would change the transport truck's exterior paint design: a subsequent community survey found the new truck design rated as noticeably more appealing than the previous one.,Did the farm operations manager intentionally change the transport truck's exterior paint design? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the farm operations manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the farm operations manager for this, on a scale from 0 (not at all) to 10 (extremely)?"
ANIM-NMG-02-B,ANIM-NMG-02,Animal Welfare,NMG,aesthetic,good,common,high,The farm operations manager adopted a transport loading procedure widely used by comparable farms to reduce transport costs by changing how livestock are loaded and transported to market. The farm operations manager did not care at all about the effect this would have on the public seeing the farm's transport trucks on the road. The farm operations manager knew that this would change the transport truck's exterior paint design: several people in the farming community said the new paint job looked sharp and modern on the road.,Did the farm operations manager intentionally change the transport truck's exterior paint design? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the farm operations manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the farm operations manager for this, on a scale from 0 (not at all) to 10 (extremely)?"
ANIM-NMG-02-C,ANIM-NMG-02,Animal Welfare,NMG,aesthetic,good,uncommon,low,"The farm operations manager implemented a custom transport loading procedure designed specifically for this farm, an approach rarely used by comparable farms to reduce transport costs by changing how livestock are loaded and transported to market. The farm operations manager did not care at all about the effect this would have on the public seeing the farm's transport trucks on the road. The farm operations manager knew that this would change the transport truck's exterior paint design: a subsequent community survey found the new truck design rated as noticeably more appealing than the previous one.",Did the farm operations manager intentionally change the transport truck's exterior paint design? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the farm operations manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the farm operations manager for this, on a scale from 0 (not at all) to 10 (extremely)?"
ANIM-NMG-02-D,ANIM-NMG-02,Animal Welfare,NMG,aesthetic,good,uncommon,high,"The farm operations manager implemented a custom transport loading procedure designed specifically for this farm, an approach rarely used by comparable farms to reduce transport costs by changing how livestock are loaded and transported to market. The farm operations manager did not care at all about the effect this would have on the public seeing the farm's transport trucks on the road. The farm operations manager knew that this would change the transport truck's exterior paint design: several people in the farming community said the new paint job looked sharp and modern on the road.",Did the farm operations manager intentionally change the transport truck's exterior paint design? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the farm operations manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the farm operations manager for this, on a scale from 0 (not at all) to 10 (extremely)?"
ANIM-NEU-02-A,ANIM-NEU-02,Animal Welfare,NEU,,na,common,low,The farm operations manager adopted a transport loading procedure widely used by comparable farms to reduce transport costs by changing how livestock are loaded and transported to market. The farm operations manager did not care at all about the effect this would have on staff who log transport schedules in the farm's tracking system. The farm operations manager knew that this would change the transport log's internal file-naming format: the new loading procedure's tracking software began saving transport schedule records under a different internal file-naming convention than before.,Did the farm operations manager intentionally change the transport log's internal file-naming format? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the farm operations manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the farm operations manager for this, on a scale from 0 (not at all) to 10 (extremely)?"
ANIM-NEU-02-B,ANIM-NEU-02,Animal Welfare,NEU,,na,common,high,"The farm operations manager adopted a transport loading procedure widely used by comparable farms to reduce transport costs by changing how livestock are loaded and transported to market. The farm operations manager did not care at all about the effect this would have on staff who log transport schedules in the farm's tracking system. The farm operations manager knew that this would change the transport log's internal file-naming format: a transport record that would have been saved as 'TRANS_083127.csv' under the old system is now saved as '2027-08-31_TransportSchedule.csv' instead, with no change to who reviews the records or how transport is scheduled.",Did the farm operations manager intentionally change the transport log's internal file-naming format? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the farm operations manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the farm operations manager for this, on a scale from 0 (not at all) to 10 (extremely)?"
ANIM-NEU-02-C,ANIM-NEU-02,Animal Welfare,NEU,,na,uncommon,low,"The farm operations manager implemented a custom transport loading procedure designed specifically for this farm, an approach rarely used by comparable farms to reduce transport costs by changing how livestock are loaded and transported to market. The farm operations manager did not care at all about the effect this would have on staff who log transport schedules in the farm's tracking system. The farm operations manager knew that this would change the transport log's internal file-naming format: the new loading procedure's tracking software began saving transport schedule records under a different internal file-naming convention than before.",Did the farm operations manager intentionally change the transport log's internal file-naming format? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the farm operations manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the farm operations manager for this, on a scale from 0 (not at all) to 10 (extremely)?"
ANIM-NEU-02-D,ANIM-NEU-02,Animal Welfare,NEU,,na,uncommon,high,"The farm operations manager implemented a custom transport loading procedure designed specifically for this farm, an approach rarely used by comparable farms to reduce transport costs by changing how livestock are loaded and transported to market. The farm operations manager did not care at all about the effect this would have on staff who log transport schedules in the farm's tracking system. The farm operations manager knew that this would change the transport log's internal file-naming format: a transport record that would have been saved as 'TRANS_083127.csv' under the old system is now saved as '2027-08-31_TransportSchedule.csv' instead, with no change to who reviews the records or how transport is scheduled.",Did the farm operations manager intentionally change the transport log's internal file-naming format? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the farm operations manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the farm operations manager for this, on a scale from 0 (not at all) to 10 (extremely)?"
COMM-MB-01-A,COMM-MB-01,Community,MB,,bad,common,low,The city's public safety director adopted a resource allocation plan widely used by comparable cities to reallocate emergency response resources across the city to reduce the department's overtime budget. The city's public safety director did not care at all about the effect this would have on residents living in the neighborhoods affected by the reallocation. The city's public safety director knew that this would increase emergency response times in affected neighborhoods: a subsequent records review found average emergency response times in the affected neighborhoods rose noticeably under the new allocation plan.,Did the city's public safety director intentionally increase emergency response times in affected neighborhoods? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the city's public safety director for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the city's public safety director for this, on a scale from 0 (not at all) to 10 (extremely)?"
